Date,Open,Close,Volume,NextOpen
2011-03-30,4.822,4.742,6116500,5.31
2011-03-31,5.31,5.55,57589000,5.49
2011-04-01,5.49,5.332,14324000,5.366
2011-04-04,5.366,5.166,13046500,5.18
2011-04-05,5.18,5.34,15904500,5.398
2011-04-06,5.398,5.298,6441500,5.37
2011-04-07,5.37,5.448,14051500,5.516
2011-04-08,5.516,5.298,9732000,5.294
2011-04-11,5.294,5.054,6847000,5.016
2011-04-12,5.016,4.93,6787000,5.026
2011-04-13,5.026,4.986,6057500,4.974
2011-04-14,4.974,5.028,4917000,5.13
2011-04-15,5.13,5.116,4717500,5.026
2011-04-18,5.026,5.006,5169500,5.052
2011-04-19,5.052,5.032,2743500,5.14
2011-04-20,5.14,5.15,4186000,5.17
2011-04-21,5.17,5.348,6930500,5.34
2011-04-25,5.34,5.278,4004500,5.332
2011-04-26,5.332,5.386,7000000,5.386
2011-04-27,5.386,5.416,4984500,5.414
2011-04-28,5.414,5.532,8000000,5.538
2011-04-29,5.538,5.52,3630000,5.52
2011-05-02,5.52,5.49,3923000,5.476
2011-05-03,5.476,5.374,4569500,5.356
2011-05-04,5.356,5.338,5222500,5.44
2011-05-05,5.44,5.288,6092500,5.38
2011-05-06,5.38,5.424,4908500,5.4
2011-05-09,5.4,5.582,4582000,5.648
2011-05-10,5.648,5.666,7676500,5.64
2011-05-11,5.64,5.414,4812500,5.414
2011-05-12,5.414,5.534,3140000,5.6
2011-05-13,5.6,5.51,3307500,5.598
2011-05-16,5.598,5.32,3778500,5.4
2011-05-17,5.4,5.192,6171000,5.22
2011-05-18,5.22,5.27,3647500,5.406
2011-05-19,5.406,5.64,13275500,5.652
2011-05-20,5.652,5.594,4212500,5.524
2011-05-23,5.524,5.364,4318000,5.404
2011-05-24,5.404,5.344,3068500,5.38
2011-05-25,5.38,5.796,23465500,5.764
2011-05-26,5.764,5.896,16684500,5.908
2011-05-27,5.908,5.91,8435500,5.938
2011-05-31,5.938,6.028,16452500,6.0
2011-06-01,6.0,5.704,7649500,5.704
2011-06-02,5.704,5.752,4931500,5.99
2011-06-03,5.99,6.026,31046000,6.02
2011-06-06,6.02,5.74,11655500,5.788
2011-06-07,5.788,5.674,6110500,5.688
2011-06-08,5.688,5.424,8479500,5.486
2011-06-09,5.486,5.524,8016000,5.504
2011-06-10,5.504,5.572,7833000,5.614
2011-06-13,5.614,5.686,8567000,5.708
2011-06-14,5.708,5.72,7867000,5.688
2011-06-15,5.688,5.464,6725000,5.534
2011-06-16,5.534,5.3,9211000,5.374
2011-06-17,5.374,5.3,8570000,5.258
2011-06-20,5.258,5.202,7689000,5.248
2011-06-21,5.248,5.506,7480000,5.474
2011-06-22,5.474,5.442,7378000,5.44
2011-06-23,5.44,5.542,5850000,5.528
2011-06-24,5.528,5.514,18042500,5.546
2011-06-27,5.546,5.492,9047000,5.558
2011-06-28,5.558,5.622,4446000,5.7
2011-06-29,5.7,5.658,7309000,5.7
2011-06-30,5.7,5.826,4733500,5.814
2011-07-01,5.814,5.804,4274500,5.804
2011-07-05,5.804,5.828,4980000,5.828
2011-07-06,5.828,5.792,4634500,5.828
2011-07-07,5.828,5.946,6639500,5.978
2011-07-08,5.978,5.762,6203000,5.68
2011-07-11,5.68,5.67,4879000,5.674
2011-07-12,5.674,5.634,5227000,5.686
2011-07-13,5.686,5.728,5330000,5.706
2011-07-14,5.706,5.522,5795000,5.558
2011-07-15,5.558,5.516,3545000,5.468
2011-07-18,5.468,5.446,4259500,5.516
2011-07-19,5.516,5.578,5130500,5.6
2011-07-20,5.6,5.738,15241500,5.782
2011-07-21,5.782,5.74,5057500,5.74
2011-07-22,5.74,5.858,2917500,5.802
2011-07-25,5.802,5.698,3366500,5.662
2011-07-26,5.662,5.6,3803000,5.7
2011-07-27,5.7,5.528,4792500,5.52
2011-07-28,5.52,5.634,4693500,5.56
2011-07-29,5.56,5.634,4741000,5.734
2011-08-01,5.734,5.754,5824500,5.738
2011-08-02,5.738,5.468,7747000,5.5
2011-08-03,5.5,5.44,8972500,5.302
2011-08-04,5.302,4.95,15322500,4.998
2011-08-05,4.998,4.848,9822000,4.62
2011-08-08,4.62,4.728,13042500,4.83
2011-08-09,4.83,5.012,6667000,5.088
2011-08-10,5.088,4.764,7821000,4.808
2011-08-11,4.808,5.06,4182500,5.12
2011-08-12,5.12,5.262,5045500,5.324
2011-08-15,5.324,5.246,3693000,5.226
2011-08-16,5.226,5.22,2688500,5.278
2011-08-17,5.278,5.166,3218500,5.0
2011-08-18,5.0,4.852,5283000,4.772
2011-08-19,4.772,4.46,6876500,4.622
2011-08-22,4.622,4.39,4930500,4.386
2011-08-23,4.386,4.592,4345000,4.62
2011-08-24,4.62,4.774,3421500,4.774
2011-08-25,4.774,4.622,3399000,4.542
2011-08-26,4.542,4.746,3809000,4.844
2011-08-29,4.844,4.942,4017000,4.9
2011-08-30,4.9,4.926,1831000,4.96
2011-08-31,4.96,4.948,4119000,4.932
2011-09-01,4.932,4.8,4240500,4.732
2011-09-02,4.732,4.614,3849500,4.5
2011-09-06,4.5,4.588,4049000,4.678
2011-09-07,4.678,4.768,2296000,4.716
2011-09-08,4.716,4.722,2528500,4.674
2011-09-09,4.674,4.594,3346500,4.5
2011-09-12,4.5,4.576,2833000,4.602
2011-09-13,4.602,4.816,3632500,4.85
2011-09-14,4.85,4.868,4154000,4.916
2011-09-15,4.916,4.964,2813000,4.956
2011-09-16,4.956,5.16,7085500,4.99
2011-09-19,4.99,5.154,5787000,5.196
2011-09-20,5.196,5.202,5902000,5.19
2011-09-21,5.19,5.17,4938000,5.128
2011-09-22,5.128,5.126,3879000,5.098
2011-09-23,5.098,5.276,5782000,5.304
2011-09-26,5.304,5.104,4674000,5.2
2011-09-27,5.2,5.238,3372500,5.2
2011-09-28,5.2,4.918,3616500,5.144
2011-09-29,5.144,4.824,4648000,4.96
2011-09-30,4.96,4.878,6680500,4.99
2011-10-03,4.99,4.746,5116000,4.658
2011-10-04,4.658,4.732,6001500,4.806
2011-10-05,4.806,5.074,6147500,5.074
2011-10-06,5.074,5.392,8845500,5.396
2011-10-07,5.396,5.398,6558000,5.462
2011-10-10,5.462,5.576,4617500,5.502
2011-10-11,5.502,5.522,2878500,5.45
2011-10-12,5.45,5.56,5617000,5.526
2011-10-13,5.526,5.588,5217500,5.6
2011-10-14,5.6,5.61,7002500,5.572
2011-10-17,5.572,5.484,3772500,5.46
2011-10-18,5.46,5.668,4998500,5.604
2011-10-19,5.604,5.514,3964500,5.488
2011-10-20,5.488,5.468,4998500,5.48
2011-10-21,5.48,5.606,5713000,5.574
2011-10-24,5.574,5.71,4703000,5.646
2011-10-25,5.646,5.65,3272000,5.638
2011-10-26,5.638,5.596,2552500,5.668
2011-10-27,5.668,5.752,4347000,5.7
2011-10-28,5.7,5.974,6320000,5.9
2011-10-31,5.9,5.874,5670000,5.678
2011-11-01,5.678,5.776,3176000,5.8
2011-11-02,5.8,5.742,4376500,6.0
2011-11-03,6.0,6.492,12548500,6.292
2011-11-04,6.292,6.462,15164500,6.328
2011-11-07,6.328,6.254,6331500,6.274
2011-11-08,6.274,6.368,5839500,6.174
2011-11-09,6.174,6.176,4768500,6.188
2011-11-10,6.188,6.266,3736500,6.38
2011-11-11,6.38,6.728,19341500,6.6
2011-11-14,6.6,6.644,6628500,6.584
2011-11-15,6.584,6.786,4455000,6.696
2011-11-16,6.696,6.988,9166000,6.9
2011-11-17,6.9,6.736,6746500,6.728
2011-11-18,6.728,6.52,4514000,6.488
2011-11-21,6.488,6.352,5158000,6.352
2011-11-22,6.352,6.414,3663000,6.352
2011-11-23,6.352,6.29,2259000,6.31
2011-11-25,6.31,6.332,1198000,6.4
2011-11-28,6.4,6.512,3406000,6.498
2011-11-29,6.498,6.35,2955500,6.5
2011-11-30,6.5,6.548,3801500,6.514
2011-12-01,6.514,6.52,5151000,6.566
2011-12-02,6.566,6.66,4014000,6.706
2011-12-05,6.706,6.884,5800500,6.84
2011-12-06,6.84,6.974,4759000,6.926
2011-12-07,6.926,6.838,3371500,6.168
2011-12-08,6.168,6.178,16529000,6.108
2011-12-09,6.108,6.208,6197500,6.088
2011-12-12,6.088,6.082,3793500,6.114
2011-12-13,6.114,5.89,4970500,5.9
2011-12-14,5.9,5.706,5819500,5.734
2011-12-15,5.734,5.724,3501500,5.758
2011-12-16,5.758,5.6,5148500,5.618
2011-12-19,5.618,5.55,4935000,5.61
2011-12-20,5.61,5.58,4216500,5.582
2011-12-21,5.582,5.514,8527500,5.52
2011-12-22,5.52,5.554,5047000,5.6
2011-12-23,5.6,5.58,2957000,5.532
2011-12-27,5.532,5.714,3887500,5.798
2011-12-28,5.798,5.702,2876000,5.718
2011-12-29,5.718,5.746,2441000,5.698
2011-12-30,5.698,5.712,1699000,5.788
2012-01-03,5.788,5.616,4640500,5.642
2012-01-04,5.642,5.542,3150500,5.552
2012-01-05,5.552,5.424,5027500,5.44
2012-01-06,5.44,5.382,4931500,5.4
2012-01-09,5.4,5.45,4485000,5.488
2012-01-10,5.488,5.524,3359000,5.524
2012-01-11,5.524,5.646,3361500,5.696
2012-01-12,5.696,5.65,3646500,5.68
2012-01-13,5.68,4.558,27502000,5.324
2012-01-17,5.324,5.32,23258000,5.338
2012-01-18,5.338,5.362,6301000,5.438
2012-01-19,5.438,5.352,6231500,5.38
2012-01-20,5.38,5.32,3311500,5.362
2012-01-23,5.362,5.354,2973000,5.326
2012-01-24,5.326,5.484,4290000,5.454
2012-01-25,5.454,5.594,3056000,5.614
2012-01-26,5.614,5.788,6355500,5.7
2012-01-27,5.7,5.866,3742000,5.898
2012-01-30,5.898,5.914,3645000,5.98
2012-01-31,5.98,5.814,4782000,5.814
2012-02-01,5.814,5.916,2616000,5.944
2012-02-02,5.944,6.05,4028500,6.082
2012-02-03,6.082,6.23,3822500,6.22
2012-02-06,6.22,6.36,3260500,6.36
2012-02-07,6.36,6.32,5108000,6.32
2012-02-08,6.32,6.386,3118500,6.4
2012-02-09,6.4,6.516,6385500,6.452
2012-02-10,6.452,6.22,9371000,6.31
2012-02-13,6.31,6.298,5789500,6.348
2012-02-14,6.348,6.634,9054000,6.62
2012-02-15,6.62,6.72,13809000,6.7
2012-02-16,6.7,6.836,11098500,6.798
2012-02-17,6.798,6.994,6883500,6.974
2012-02-21,6.974,6.9,5679000,6.9
2012-02-22,6.9,6.844,8273000,6.798
2012-02-23,6.798,6.906,4102000,6.846
2012-02-24,6.846,6.75,4799500,6.682
2012-02-27,6.682,6.724,3030000,6.728
2012-02-28,6.728,6.762,3061000,6.762
2012-02-29,6.762,6.682,2678500,6.702
2012-03-01,6.702,6.882,3517500,6.88
2012-03-02,6.88,6.808,2750000,6.87
2012-03-05,6.87,6.754,2335000,6.65
2012-03-06,6.65,6.622,2869000,6.624
2012-03-07,6.624,6.624,1824500,6.622
2012-03-08,6.622,6.614,3166500,6.64
2012-03-09,6.64,6.948,7767000,6.938
2012-03-12,6.938,7.202,9816500,7.302
2012-03-13,7.302,7.218,5008000,7.2
2012-03-14,7.2,7.058,4257500,7.056
2012-03-15,7.056,7.0,2858000,6.98
2012-03-16,6.98,7.064,3646500,7.052
2012-03-19,7.052,6.996,5078000,6.996
2012-03-20,6.996,6.992,2835000,6.988
2012-03-21,6.988,7.03,3036000,6.994
2012-03-22,6.994,6.88,2612000,6.852
2012-03-23,6.852,6.816,5853000,7.118
2012-03-26,7.118,7.48,15702500,7.432
2012-03-27,7.432,7.588,12696000,7.556
2012-03-28,7.556,7.57,4775000,7.638
2012-03-29,7.638,7.466,3982000,7.504
2012-03-30,7.504,7.448,4432000,7.466
2012-04-02,7.466,7.316,5143000,7.34
2012-04-03,7.34,7.602,5490500,7.054
2012-04-04,7.054,7.0,22409000,7.02
2012-04-05,7.02,6.896,7547000,6.82
2012-04-09,6.82,6.63,8278500,6.63
2012-04-10,6.63,6.492,9238500,6.648
2012-04-11,6.648,6.618,5527500,6.754
2012-04-12,6.754,6.688,5169500,6.788
2012-04-13,6.788,6.718,3248000,6.682
2012-04-16,6.682,6.45,5498000,6.486
2012-04-17,6.486,6.448,5577500,6.418
2012-04-18,6.418,6.532,4115500,6.55
2012-04-19,6.55,6.632,3874500,6.628
2012-04-20,6.628,6.632,4109000,6.572
2012-04-23,6.572,6.388,4454000,6.364
2012-04-24,6.364,6.364,3372500,6.414
2012-04-25,6.414,6.582,3561000,6.592
2012-04-26,6.592,6.698,2126500,6.72
2012-04-27,6.72,6.668,2955000,6.654
2012-04-30,6.654,6.626,2069500,6.626
2012-05-01,6.626,6.756,3295000,6.7
2012-05-02,6.7,6.788,2486500,6.782
2012-05-03,6.782,6.492,4206500,6.464
2012-05-04,6.464,6.366,6237500,6.392
2012-05-07,6.392,6.494,5790000,6.5
2012-05-08,6.5,6.038,15486000,6.06
2012-05-09,6.06,6.012,9739500,6.594
2012-05-10,6.594,6.592,27781500,6.498
2012-05-11,6.498,6.45,6106500,6.384
2012-05-14,6.384,6.012,6904500,6.052
2012-05-15,6.052,5.886,7928500,5.916
2012-05-16,5.916,5.836,6285500,5.86
2012-05-17,5.86,5.714,5745000,5.674
2012-05-18,5.674,5.512,8082500,5.516
2012-05-21,5.516,5.754,7376000,6.02
2012-05-22,6.02,6.16,11831000,6.112
2012-05-23,6.112,6.204,6102000,6.25
2012-05-24,6.25,6.056,5378000,6.032
2012-05-25,6.032,5.962,3785000,6.002
2012-05-29,6.002,6.338,8250000,6.216
2012-05-30,6.216,6.082,6536000,6.014
2012-05-31,6.014,5.9,5593500,5.706
2012-06-01,5.706,5.63,4429000,5.606
2012-06-04,5.606,5.576,5154500,5.568
2012-06-05,5.568,5.582,3154500,5.64
2012-06-06,5.64,5.844,4549500,5.962
2012-06-07,5.962,5.786,2460500,5.772
2012-06-08,5.772,6.016,4405500,6.062
2012-06-11,6.062,5.824,3180000,5.846
2012-06-12,5.846,5.932,2845000,5.91
2012-06-13,5.91,5.954,4220500,6.036
2012-06-14,6.036,5.878,4361000,5.878
2012-06-15,5.878,5.982,3234000,5.988
2012-06-18,5.988,6.368,6284000,6.404
2012-06-19,6.404,6.418,4555500,6.7
2012-06-20,6.7,6.756,17112000,6.852
2012-06-21,6.852,6.438,9459500,6.52
2012-06-22,6.52,6.758,15233000,6.788
2012-06-25,6.788,6.622,7492500,6.41
2012-06-26,6.41,6.322,13069500,6.38
2012-06-27,6.38,6.392,5236000,6.38
2012-06-28,6.38,6.282,4570500,6.56
2012-06-29,6.56,6.258,5629000,6.27
2012-07-02,6.27,6.08,6578000,6.12
2012-07-03,6.12,6.132,4735000,6.162
2012-07-05,6.162,6.246,6269000,6.198
2012-07-06,6.198,6.198,3922500,6.188
2012-07-09,6.188,6.298,4552500,6.308
2012-07-10,6.308,6.254,3792000,6.314
2012-07-11,6.314,6.302,3193000,6.258
2012-07-12,6.258,6.54,5628500,6.594
2012-07-13,6.594,6.85,6524000,6.864
2012-07-16,6.864,7.192,8720000,7.0
2012-07-17,7.0,6.67,12846500,6.284
2012-07-18,6.284,6.43,14409500,6.544
2012-07-19,6.544,6.454,7179500,6.414
2012-07-20,6.414,6.358,7842500,6.21
2012-07-23,6.21,6.132,6934000,6.132
2012-07-24,6.132,5.968,7501500,5.984
2012-07-25,5.984,5.79,14211000,5.98
2012-07-26,5.98,5.626,11311500,5.742
2012-07-27,5.742,5.902,8365000,5.902
2012-07-30,5.902,5.47,10326000,5.508
2012-07-31,5.508,5.484,7875500,5.598
2012-08-01,5.598,5.25,7961500,5.368
2012-08-02,5.368,5.22,6525500,5.38
2012-08-03,5.38,5.454,6047500,5.51
2012-08-06,5.51,5.654,7641000,5.754
2012-08-07,5.754,6.05,11936000,5.98
2012-08-08,5.98,5.818,6544500,5.904
2012-08-09,5.904,5.882,3363000,5.862
2012-08-10,5.862,5.988,3537000,5.938
2012-08-13,5.938,6.234,4350500,6.15
2012-08-14,6.15,5.884,3967000,5.878
2012-08-15,5.878,5.88,2627000,5.906
2012-08-16,5.906,6.06,3345000,6.058
2012-08-17,6.058,6.002,2541000,6.03
2012-08-20,6.03,5.902,5895500,5.916
2012-08-21,5.916,5.822,3808000,5.802
2012-08-22,5.802,5.99,3877500,6.0
2012-08-23,6.0,6.146,7355000,6.012
2012-08-24,6.012,5.9,7147000,5.914
2012-08-27,5.914,5.664,6752000,5.68
2012-08-28,5.68,5.738,7013500,5.698
2012-08-29,5.698,5.682,4194500,5.72
2012-08-30,5.72,5.682,3282000,5.722
2012-08-31,5.722,5.704,2699000,5.704
2012-09-04,5.704,5.628,3762500,5.602
2012-09-05,5.602,5.588,3196500,5.6
2012-09-06,5.6,5.71,4208500,5.71
2012-09-07,5.71,5.87,4766000,5.84
2012-09-10,5.84,5.474,7416500,5.552
2012-09-11,5.552,5.56,5074500,5.58
2012-09-12,5.58,5.656,5726000,5.714
2012-09-13,5.714,5.896,7423500,6.0
2012-09-14,6.0,6.078,7683000,6.47
2012-09-17,6.47,6.508,16064000,6.376
2012-09-18,6.376,6.268,8942500,6.2
2012-09-19,6.2,6.21,5242500,6.186
2012-09-20,6.186,6.18,4562000,6.22
2012-09-21,6.22,6.004,9350000,5.902
2012-09-24,5.902,6.132,6509500,5.724
2012-09-25,5.724,5.532,28402000,5.532
2012-09-26,5.532,5.508,7636000,5.564
2012-09-27,5.564,5.698,8793000,5.746
2012-09-28,5.746,5.856,21717000,5.9
2012-10-01,5.9,5.832,4422000,5.856
2012-10-02,5.856,5.96,3645000,5.95
2012-10-03,5.95,5.86,5264000,6.0
2012-10-04,6.0,5.88,7706500,5.94
2012-10-05,5.94,5.778,4693000,5.772
2012-10-08,5.772,5.85,4448500,5.824
2012-10-09,5.824,5.674,5965000,5.678
2012-10-10,5.678,5.68,2518000,5.788
2012-10-11,5.788,5.664,2253000,5.664
2012-10-12,5.664,5.528,4938000,5.604
2012-10-15,5.604,5.466,7343500,5.534
2012-10-16,5.534,5.612,2396500,5.65
2012-10-17,5.65,5.764,3340000,5.798
2012-10-18,5.798,5.608,3705000,5.566
2012-10-19,5.566,5.548,5137000,5.598
2012-10-22,5.598,5.57,2351000,5.476
2012-10-23,5.476,5.678,3745000,5.704
2012-10-24,5.704,5.484,5082000,5.56
2012-10-25,5.56,5.504,2888500,5.506
2012-10-26,5.506,5.476,2387000,5.54
2012-10-31,5.54,5.626,3876000,5.65
2012-11-01,5.65,5.85,5120500,5.854
2012-11-02,5.854,5.784,5151500,5.96
2012-11-05,5.96,6.3,10244500,6.122
2012-11-06,6.122,6.23,11620000,6.2
2012-11-07,6.2,6.308,8572500,6.202
2012-11-08,6.202,6.262,6370000,6.12
2012-11-09,6.12,6.064,4315000,6.058
2012-11-12,6.058,6.214,2779500,6.258
2012-11-13,6.258,6.322,4991500,6.392
2012-11-14,6.392,6.276,4356500,6.26
2012-11-15,6.26,6.164,4920000,6.23
2012-11-16,6.23,6.368,4543500,6.414
2012-11-19,6.414,6.584,6962000,6.56
2012-11-20,6.56,6.6,4612500,6.522
2012-11-21,6.522,6.494,4816000,6.52
2012-11-23,6.52,6.426,2151500,6.42
