Date,Open,High,Low,Close,Adj Close,Volume
2010-06-29,1.2666666666666666,1.6666666666666667,1.1693333333333333,1.5926666666666665,1.5926666666666665,281494500
2010-06-30,1.7193333333333334,2.028,1.5533333333333335,1.5886666666666667,1.5886666666666667,257806500
2010-07-01,1.6666666666666667,1.728,1.3513333333333335,1.4640000000000002,1.4640000000000002,123282000
2010-07-02,1.5333333333333332,1.54,1.2473333333333334,1.28,1.28,77097000
2010-07-06,1.3333333333333333,1.3333333333333333,1.0553333333333332,1.074,1.074,103003500
2010-07-07,1.0933333333333333,1.1086666666666667,0.9986666666666667,1.0533333333333335,1.0533333333333335,103825500
2010-07-08,1.076,1.168,1.038,1.164,1.164,115671000
2010-07-09,1.172,1.1933333333333334,1.1033333333333333,1.16,1.16,60759000
2010-07-12,1.1966666666666665,1.2046666666666666,1.1333333333333333,1.1366666666666667,1.1366666666666667,33037500
2010-07-13,1.1593333333333333,1.2426666666666668,1.1266666666666667,1.2093333333333334,1.2093333333333334,40201500
2010-07-14,1.196,1.3433333333333335,1.184,1.3226666666666667,1.3226666666666667,62928000
2010-07-15,1.3293333333333333,1.4333333333333333,1.2666666666666666,1.326,1.326,56097000
2010-07-16,1.38,1.42,1.3366666666666667,1.3760000000000001,1.3760000000000001,39319500
2010-07-19,1.4246666666666667,1.4833333333333334,1.3946666666666667,1.4606666666666666,1.4606666666666666,37297500
2010-07-20,1.4566666666666668,1.4566666666666668,1.3366666666666667,1.3533333333333333,1.3533333333333333,27379500
2010-07-21,1.3773333333333333,1.3933333333333333,1.3,1.3479999999999999,1.3479999999999999,18787500
2010-07-22,1.3666666666666665,1.4166666666666667,1.3579999999999999,1.4000000000000001,1.4000000000000001,14367000
2010-07-23,1.4126666666666667,1.4373333333333334,1.404,1.4193333333333333,1.4193333333333333,9804000
2010-07-26,1.4333333333333333,1.4333333333333333,1.3533333333333333,1.3966666666666667,1.3966666666666667,13833000
2010-07-27,1.3940000000000001,1.412,1.3506666666666665,1.37,1.37,9295500
2010-07-28,1.37,1.3933333333333333,1.3673333333333335,1.3813333333333333,1.3813333333333333,7008000
2010-07-29,1.3846666666666667,1.3920000000000001,1.3333333333333333,1.3566666666666667,1.3566666666666667,9240000
2010-07-30,1.3466666666666667,1.3626666666666667,1.3033333333333335,1.3293333333333333,1.3293333333333333,6403500
2010-08-02,1.3666666666666665,1.398,1.3553333333333333,1.3946666666666667,1.3946666666666667,10771500
2010-08-03,1.4000000000000001,1.4633333333333332,1.388,1.4633333333333332,1.4633333333333332,18457500
2010-08-04,1.4633333333333332,1.4786666666666666,1.39,1.4173333333333333,1.4173333333333333,13695000
2010-08-05,1.436,1.4366666666666665,1.3366666666666667,1.3633333333333333,1.3633333333333333,11943000
2010-08-06,1.3399999999999999,1.344,1.3013333333333332,1.306,1.306,11128500
2010-08-09,1.3266666666666667,1.332,1.2966666666666666,1.3066666666666666,1.3066666666666666,12190500
2010-08-10,1.31,1.31,1.2546666666666666,1.2686666666666666,1.2686666666666666,19219500
2010-08-11,1.246,1.2586666666666666,1.19,1.1933333333333334,1.1933333333333334,11964000
2010-08-12,1.1866666666666668,1.1933333333333334,1.1593333333333333,1.1733333333333333,1.1733333333333333,10365000
2010-08-13,1.212,1.23,1.1773333333333333,1.2213333333333334,1.2213333333333334,9510000
2010-08-16,1.23,1.2533333333333332,1.2173333333333334,1.252,1.252,7287000
2010-08-17,1.264,1.2933333333333332,1.252,1.2766666666666666,1.2766666666666666,6718500
2010-08-18,1.306,1.306,1.24,1.2513333333333334,1.2513333333333334,9019500
2010-08-19,1.236,1.2833333333333334,1.222,1.2526666666666666,1.2526666666666666,8686500
2010-08-20,1.2433333333333334,1.274,1.234,1.2733333333333332,1.2733333333333332,4440000
2010-08-23,1.2726666666666666,1.3593333333333335,1.2666666666666666,1.3419999999999999,1.3419999999999999,16321500
2010-08-24,1.2833333333333334,1.314,1.2633333333333334,1.28,1.28,10096500
2010-08-25,1.2773333333333332,1.332,1.2373333333333334,1.3266666666666667,1.3266666666666667,7549500
2010-08-26,1.326,1.3513333333333335,1.3066666666666666,1.3166666666666667,1.3166666666666667,6507000
2010-08-27,1.3166666666666667,1.3246666666666667,1.3,1.3133333333333332,1.3133333333333332,5694000
2010-08-30,1.3133333333333332,1.346,1.3073333333333335,1.3246666666666667,1.3246666666666667,10992000
2010-08-31,1.3106666666666666,1.3193333333333335,1.2886666666666666,1.2986666666666666,1.2986666666666666,3016500
2010-09-01,1.308,1.3793333333333333,1.3066666666666666,1.3633333333333333,1.3633333333333333,7423500
2010-09-02,1.3579999999999999,1.4160000000000001,1.354,1.404,1.404,7306500
2010-09-03,1.3913333333333335,1.42,1.3773333333333333,1.4033333333333333,1.4033333333333333,6519000
2010-09-07,1.3739999999999999,1.4000000000000001,1.3666666666666665,1.3693333333333333,1.3693333333333333,3651000
2010-09-08,1.3773333333333333,1.3966666666666667,1.3733333333333333,1.3933333333333333,1.3933333333333333,4326000
2010-09-09,1.4000000000000001,1.4033333333333333,1.3793333333333333,1.3806666666666667,1.3806666666666667,5643000
2010-09-10,1.3833333333333335,1.3953333333333333,1.3173333333333332,1.3446666666666667,1.3446666666666667,5799000
2010-09-13,1.3926666666666667,1.3933333333333333,1.3666666666666665,1.3813333333333333,1.3813333333333333,5412000
2010-09-14,1.3693333333333333,1.4400000000000002,1.3686666666666667,1.4080000000000001,1.4080000000000001,9820500
2010-09-15,1.3986666666666665,1.4666666666666668,1.3860000000000001,1.4653333333333334,1.4653333333333334,10269000
2010-09-16,1.4766666666666666,1.5439999999999998,1.3893333333333333,1.396,1.396,40267500
2010-09-17,1.4013333333333333,1.4213333333333333,1.32,1.3486666666666667,1.3486666666666667,17977500
2010-09-20,1.3780000000000001,1.4233333333333331,1.344,1.404,1.404,14212500
2010-09-21,1.3926666666666667,1.4366666666666665,1.3780000000000001,1.3846666666666667,1.3846666666666667,11940000
2010-09-22,1.3913333333333335,1.3966666666666667,1.32,1.3246666666666667,1.3246666666666667,14443500
2010-09-23,1.326,1.3426666666666665,1.3,1.304,1.304,10021500
2010-09-24,1.33,1.346,1.31,1.3399999999999999,1.3399999999999999,8683500
2010-09-27,1.36,1.3873333333333333,1.3366666666666667,1.3686666666666667,1.3686666666666667,6279000
2010-09-28,1.4026666666666667,1.4326666666666668,1.3840000000000001,1.4266666666666667,1.4266666666666667,18217500
2010-09-29,1.4126666666666667,1.4686666666666666,1.4086666666666667,1.4653333333333334,1.4653333333333334,29539500
2010-09-30,1.4666666666666668,1.4766666666666666,1.346,1.3606666666666667,1.3606666666666667,32937000
2010-10-01,1.3793333333333333,1.3833333333333335,1.354,1.3733333333333333,1.3733333333333333,8965500
2010-10-04,1.362,1.4113333333333333,1.3533333333333333,1.3993333333333335,1.3993333333333335,9654000
